Project	Version	TQI	Functional_Suitability	Performance_Efficiency	Compatibility	Usability	Reliability	Security	Maintainability	Portability	Bad_Function	Comprehensibility	Redundancy	Structurdness	Assignment	Resource_Handling	Cohesion	Coupling	Complexity	Messaging	Encapsulation	Pattern_Structural_Integrity	Pattern_Behavioral_Integrity	Pattern_Instability	Pattern_Structural_Aberrations	Pattern_Behavioral_Aberrations	
commons-lang	0	0.6455044968296036	0.6546120193880753	0.6712791561219174	0.6041691648754142	0.6848717607698726	0.6803858571910024	0.6128509340173988	0.6321867426288419	0.5829036765364078	1.0	1.0	1.0	1.0	1.0	1.0	0.15742783444344502	0.907872956874154	0.26338681693010524	0.23240172523007774	0.5916562067718414	0.0833333333333332	0.75	0.6693548387096774	1.0	0.0	
commons-lang	10	0.6281711339092289	0.6298544672763433	0.6574290685614478	0.5849406878649075	0.6645517277785045	0.6582414641534374	0.5807142968245707	0.6426326400879067	0.5679553595432557	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6847808494573284	0.0	0.0	0.6384881973190516	0.3572916666666666	0.6785714285714286	0.755184331797235	1.0	0.25	
commons-lang	11	0.6319859297513111	0.631011554127301	0.6590854005469516	0.5911638873861608	0.670070005046618	0.6610453881779158	0.5838460351855761	0.6468791867065704	0.5756200459958961	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6636379653765192	0.0	0.0	0.7019567487614982	0.3847916666666667	0.7	0.7370967741935484	1.0	0.23335	
commons-lang	12	0.6307096534861174	0.6302131382287792	0.6574147453535684	0.5888637387356026	0.6695715747813838	0.6600699171334428	0.58180523941632	0.6451181646401358	0.5739125167549809	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6196672370276493	0.0	0.0	0.7008626137472136	0.38062500000000005	0.7	0.7408602150537635	1.0	0.25	
commons-lang	13	0.6306731666776869	0.6301881848973061	0.6573836356862098	0.5888159963121069	0.6695343636116892	0.6600396238327035	0.5817636034718747	0.645077937916414	0.5738604833090079	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.6193805153787966	0.0	0.0	0.7005129215149917	0.38062500000000005	0.7	0.7408602150537635	1.0	0.25	
commons-lang	14	0.6253977367025682	0.6265268948870021	0.6526921326019213	0.5816736200497722	0.6648726163740978	0.6557526543134093	0.5759641927568859	0.638429056449677	0.5662023949116278	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.583499415875951	0.0	0.0	0.6670103995995765	0.3583333333333333	0.7	0.7424731182795699	1.0	0.25	
commons-lang	15	0.6267581657601129	0.6273245553600074	0.6531618521056946	0.5832406584514161	0.6665876820012377	0.6568554557319293	0.5765221397031818	0.6403879008667023	0.5688798879780682	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5454576023429796	0.0	0.0	0.6809161434936105	0.38062500000000005	0.7	0.7424731182795699	1.0	0.266675	
commons-lang	16	0.6282905010092762	0.6289779864886025	0.6532421938676048	0.5838037757877743	0.6703642496383789	0.6579722024060413	0.5761063955078651	0.6415768203203415	0.5704731499127684	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5267460053456381	0.0	0.0	0.6907705413160199	0.39479166666666665	0.7352941176470589	0.6665085388994305	1.0	0.29412499999999997	
commons-lang	17	0.6283128099375779	0.629003825444725	0.653274374364753	0.5838279006394274	0.6703724873009721	0.6579908278677701	0.5761376886405	0.6416077505431668	0.5704870536103028	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5273096250274506	0.0	0.0	0.690598212846999	0.39479166666666665	0.7352941176470589	0.6665085388994305	1.0	0.29412499999999997	
commons-lang	18	0.6273165881175432	0.6285280042316007	0.6526805149110169	0.5824259798565332	0.6690746298419566	0.6571657191008153	0.575114207084785	0.6406324307554823	0.5687185327531762	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5270219005732545	0.0	0.0	0.6735517195080281	0.39479166666666665	0.7352941176470589	0.6665085388994305	1.0	0.29412499999999997	
commons-lang	19	0.6274022111234465	0.6285546131040283	0.6527137890758598	0.58255331156036	0.6692057737065265	0.6572364957305324	0.5751942938004986	0.6407077047379792	0.5688947150029436	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5265223605295246	0.0	0.0	0.6755381635374121	0.39479166666666665	0.7352941176470589	0.6665085388994305	1.0	0.29412499999999997	
commons-lang	1	0.6454478947631435	0.6452951859202383	0.660112294539813	0.6055203000878953	0.6850442936454926	0.6793951500862363	0.6054723294958874	0.6456760592818473	0.5961288891962239	1.0	1.0	1.0	1.0	1.0	1.0	0.01735904916498134	0.8277722071106335	0.2768770991515846	0.12363879911721153	0.7168809505192335	0.33333333333333337	0.75	0.575268817204301	1.0	0.0	
commons-lang	2	0.6256728829670755	0.6226370557887114	0.6453893856670089	0.5858294409214173	0.6665680753213507	0.6595089942499625	0.5811621443060321	0.632734151454182	0.5733073149926622	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.7990954561668908	0.1356005496925224	0.0	0.7509962440429211	0.3229166666666667	0.75	0.5860215053763442	1.0	0.0	
commons-lang	3	0.6411011093281682	0.6354623225801697	0.663273176264533	0.6069839997021109	0.6775619078641064	0.6693844183808569	0.5954190594720818	0.6583262374714655	0.5904050618151521	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.7852414268258368	0.09407249998673517	0.0	0.6893764025024528	0.4931250000000001	0.8333333333333334	0.6568100358422939	1.0	0.0	
